1,Abra,0
2,Abra,0
3,Abra,0
4,Abra,0
5,Abra,0
6,Abra,0
7,Abra,0
8,Abra,0
9,Abra,0
10,Abra,0
11,Abra,0
12,Abra,0
13,Abra,0
14,Abra,0
15,Abra,0
16,Abra,0
17,Abra,0
18,Abra,0
19,Abra,0
20,Abra,0
21,Abra,0
22,Abra,0
23,Abra,0
24,Abra,0
25,Abra,0
26,Abra,0
27,Abra,0
28,Abra,0
29,Abra,0
30,Abra,0
31,Aerodactyl,1
32,Aerodactyl,1
33,Aerodactyl,1
34,Aerodactyl,1
35,Aerodactyl,1
36,Aerodactyl,1
37,Aerodactyl,1
38,Aerodactyl,1
39,Aerodactyl,1
40,Aerodactyl,1
41,Aerodactyl,1
42,Aerodactyl,1
43,Aerodactyl,1
44,Aerodactyl,1
45,Aerodactyl,1
46,Aerodactyl,1
47,Aerodactyl,1
48,Aerodactyl,1
49,Aerodactyl,1
50,Aerodactyl,1
51,Aerodactyl,1
52,Aerodactyl,1
53,Aerodactyl,1
54,Aerodactyl,1
55,Aerodactyl,1
56,Aerodactyl,1
57,Aerodactyl,1
58,Aerodactyl,1
59,Aerodactyl,1
60,Aerodactyl,1
61,Alakazam,2
62,Alakazam,2
63,Alakazam,2
64,Alakazam,2
65,Alakazam,2
66,Alakazam,2
67,Alakazam,2
68,Alakazam,2
69,Alakazam,2
70,Alakazam,2
71,Alakazam,2
72,Alakazam,2
73,Alakazam,2
74,Alakazam,2
75,Alakazam,2
76,Alakazam,2
77,Alakazam,2
78,Alakazam,2
79,Alakazam,2
80,Alakazam,2
81,Alakazam,2
82,Alolan Sandslash,3
83,Alolan Sandslash,3
84,Alolan Sandslash,3
85,Alolan Sandslash,3
86,Alolan Sandslash,3
87,Alolan Sandslash,3
88,Alolan Sandslash,3
89,Alolan Sandslash,3
90,Alolan Sandslash,3
91,Alolan Sandslash,3
92,Alolan Sandslash,3
93,Alolan Sandslash,3
94,Alolan Sandslash,3
95,Alolan Sandslash,3
96,Alolan Sandslash,3
97,Alolan Sandslash,3
98,Alolan Sandslash,3
99,Alolan Sandslash,3
100,Alolan Sandslash,3
101,Alolan Sandslash,3
102,Alolan Sandslash,3
103,Alolan Sandslash,3
104,Alolan Sandslash,3
105,Alolan Sandslash,3
106,Alolan Sandslash,3
107,Alolan Sandslash,3
108,Alolan Sandslash,3
109,Alolan Sandslash,3
110,Alolan Sandslash,3
111,Alolan Sandslash,3
112,Alolan Sandslash,3
113,Alolan Sandslash,3
114,Alolan Sandslash,3
115,Alolan Sandslash,3
116,Alolan Sandslash,3
117,Alolan Sandslash,3
118,Arbok,4
119,Arbok,4
120,Arbok,4
121,Arbok,4
122,Arbok,4
123,Arbok,4
124,Arbok,4
125,Arbok,4
126,Arbok,4
127,Arbok,4
128,Arbok,4
129,Arbok,4
130,Arbok,4
131,Arbok,4
132,Arbok,4
133,Arbok,4
134,Arbok,4
135,Arbok,4
136,Arbok,4
137,Arbok,4
138,Arbok,4
139,Arbok,4
140,Arbok,4
141,Arbok,4
142,Arbok,4
143,Arbok,4
144,Arbok,4
145,Arbok,4
146,Arbok,4
147,Arbok,4
148,Arbok,4
149,Arbok,4
150,Arbok,4
151,Arbok,4
152,Arbok,4
153,Arbok,4
154,Arcanine,5
155,Arcanine,5
156,Arcanine,5
157,Arcanine,5
158,Arcanine,5
159,Arcanine,5
160,Arcanine,5
161,Arcanine,5
162,Arcanine,5
163,Arcanine,5
164,Arcanine,5
165,Arcanine,5
166,Arcanine,5
167,Arcanine,5
168,Arcanine,5
169,Arcanine,5
170,Arcanine,5
171,Arcanine,5
172,Arcanine,5
173,Arcanine,5
174,Arcanine,5
175,Arcanine,5
176,Arcanine,5
177,Arcanine,5
178,Arcanine,5
179,Arcanine,5
180,Arcanine,5
181,Arcanine,5
182,Arcanine,5
183,Arcanine,5
184,Arcanine,5
185,Arcanine,5
186,Arcanine,5
187,Arcanine,5
188,Arcanine,5
189,Arcanine,5
190,Articuno,6
191,Articuno,6
192,Articuno,6
193,Articuno,6
194,Articuno,6
195,Articuno,6
196,Articuno,6
197,Articuno,6
198,Articuno,6
199,Articuno,6
200,Articuno,6
201,Articuno,6
202,Articuno,6
203,Articuno,6
204,Articuno,6
205,Articuno,6
206,Articuno,6
207,Articuno,6
208,Articuno,6
209,Articuno,6
210,Articuno,6
211,Articuno,6
212,Articuno,6
213,Articuno,6
214,Articuno,6
215,Articuno,6
216,Articuno,6
217,Articuno,6
218,Articuno,6
219,Articuno,6
220,Articuno,6
221,Articuno,6
222,Articuno,6
223,Articuno,6
224,Articuno,6
225,Articuno,6
226,Articuno,6
227,Articuno,6
228,Articuno,6
229,Articuno,6
230,Beedrill,7
231,Beedrill,7
232,Beedrill,7
233,Beedrill,7
234,Beedrill,7
235,Beedrill,7
236,Beedrill,7
237,Beedrill,7
238,Beedrill,7
239,Beedrill,7
240,Beedrill,7
241,Beedrill,7
242,Beedrill,7
243,Beedrill,7
244,Beedrill,7
245,Beedrill,7
246,Beedrill,7
247,Beedrill,7
248,Beedrill,7
249,Beedrill,7
250,Beedrill,7
251,Beedrill,7
252,Beedrill,7
253,Beedrill,7
254,Beedrill,7
255,Beedrill,7
256,Beedrill,7
257,Beedrill,7
258,Beedrill,7
259,Bellsprout,8
260,Bellsprout,8
261,Bellsprout,8
262,Bellsprout,8
263,Bellsprout,8
264,Bellsprout,8
265,Bellsprout,8
266,Bellsprout,8
267,Bellsprout,8
268,Bellsprout,8
269,Bellsprout,8
270,Bellsprout,8
271,Bellsprout,8
272,Bellsprout,8
273,Bellsprout,8
274,Bellsprout,8
275,Bellsprout,8
276,Bellsprout,8
277,Bellsprout,8
278,Bellsprout,8
279,Bellsprout,8
280,Bellsprout,8
281,Bellsprout,8
282,Bellsprout,8
283,Bellsprout,8
284,Bellsprout,8
285,Bellsprout,8
286,Bellsprout,8
287,Bellsprout,8
288,Bellsprout,8
289,Bellsprout,8
290,Bellsprout,8
291,Bellsprout,8
292,Bellsprout,8
293,Bellsprout,8
294,Blastoise,9
295,Blastoise,9
296,Blastoise,9
297,Blastoise,9
298,Blastoise,9
299,Blastoise,9
300,Blastoise,9
301,Blastoise,9
302,Blastoise,9
303,Blastoise,9
304,Blastoise,9
305,Blastoise,9
306,Blastoise,9
307,Blastoise,9
308,Blastoise,9
309,Blastoise,9
310,Blastoise,9
311,Blastoise,9
312,Blastoise,9
313,Blastoise,9
314,Blastoise,9
315,Blastoise,9
316,Blastoise,9
317,Blastoise,9
318,Blastoise,9
319,Blastoise,9
320,Blastoise,9
321,Blastoise,9
322,Blastoise,9
323,Blastoise,9
324,Blastoise,9
325,Blastoise,9
326,Blastoise,9
327,Blastoise,9
328,Blastoise,9
329,Blastoise,9
330,Blastoise,9
331,Bulbasaur,10
332,Bulbasaur,10
333,Bulbasaur,10
334,Bulbasaur,10
335,Bulbasaur,10
336,Bulbasaur,10
337,Bulbasaur,10
338,Bulbasaur,10
339,Bulbasaur,10
340,Bulbasaur,10
341,Bulbasaur,10
342,Bulbasaur,10
343,Bulbasaur,10
344,Bulbasaur,10
345,Bulbasaur,10
346,Bulbasaur,10
347,Bulbasaur,10
348,Bulbasaur,10
349,Bulbasaur,10
350,Bulbasaur,10
351,Bulbasaur,10
352,Bulbasaur,10
353,Bulbasaur,10
354,Bulbasaur,10
355,Bulbasaur,10
356,Bulbasaur,10
357,Bulbasaur,10
358,Bulbasaur,10
359,Bulbasaur,10
360,Bulbasaur,10
361,Bulbasaur,10
362,Bulbasaur,10
363,Bulbasaur,10
364,Bulbasaur,10
365,Bulbasaur,10
